title,price,area,volume,type,year,no_rooms,no_bed,no_bath,no_floor,balcony,garden,interior
For rent: Apartment Schiedamseweg 119 A-02 in Rotterdam,"€1,400 per month",115 m²,410 m³,Apartment,1921,4,2,1,1,Present,Not present,Upholstered
For rent: Apartment Rozenstraat in Tilburg,"€1,175 per month",55 m²,nan,Apartment,nan,2,1,nan,nan,Present,Present,Upholstered
For rent: Studio Bos en Lommerplantsoen 35 C in Amsterdam,"€1,200 per month",28 m²,84 m³,Studio,2012,1,1,1,1,nan,Not present,Upholstered
For rent: House Steurendaal 10 in Den Haag,"€1,240 per month",154 m²,nan,House,1974,6,4,1,nan,Not present,Present,Shell
For rent: Apartment Waltersingel in Apeldoorn,"€1,050 per month",57 m²,nan,Apartment,1956,3,2,1,nan,Present,nan,Upholstered
For rent: House Marktstraat 46 in Kerkrade,€999 per month,142 m²,nan,House,2009,4,3,nan,nan,Not present,"Present (57 m², located on the south-west)",Shell
For rent: Apartment Kerkweg 67 E in Santpoort-Noord,"€1,295 per month",60 m²,157 m³,Apartment,2022,3,2,1,1,Present,Not present,nan
For rent: Apartment Kerkweg 67 C in Santpoort-Noord,"€1,350 per month",60 m²,156 m³,Apartment,2022,3,2,1,1,Not present,Present,nan
For rent: House Minckelersstraat in Den Haag,€825 per month,34 m²,nan,House,1930,2,1,1,nan,Not present,nan,nan
For rent: Apartment Oude Rijksstraatweg in Twello,"€1,100 per month",58 m²,nan,Apartment,nan,3,2,1,1,nan,Not present,Upholstered
For rent: Studio Hollandse Hout in Lelystad,"€2,000 per month",116 m²,nan,Studio,2000,4,2,2,1,nan,Not present,Furnished
For rent: Apartment Mauritslaan in Geleen,€490 per month,60 m²,110 m³,Apartment,1950,2,1,1,1,nan,Present,Upholstered
For rent: Apartment Thorbeckestraat in Arnhem,€750 per month,26 m²,nan,Apartment,nan,1,1,nan,nan,Not present,Present,Upholstered
For rent: House Middenweg in Amsterdam,"€3,000 per month",211 m²,840 m³,House,1963,7,6,2,3,Present,"Present (68 m², located on the north-east)",Furnished
For rent: Apartment Laan van Vollenhove in Zeist,"€1,205 per month",82 m²,266 m³,Apartment,1976,3,2,1,1,Not present,Not present,nan
For rent: Apartment Kuipersstraat 77 2 in Amsterdam,"€4,250 per month",106 m²,331 m³,Apartment,1903,4,3,1,2,Present,Not present,nan
For rent: Apartment Admiraal de Ruyterlaan in Castricum,"€1,175 per month",75 m²,241 m³,Apartment,1965,3,2,1,1,Present,Not present,nan
For rent: Apartment Mijnsherenlaan 38 B in Rotterdam,"€1,325 per month",64 m²,205 m³,Apartment,1954,4,3,nan,1,Not present,Not present,nan
For rent: Apartment Mijnsherenlaan 34 D in Rotterdam,"€1,325 per month",62 m²,203 m³,Apartment,1954,4,3,1,1,Present,Not present,Upholstered
For rent: Apartment Mijnsherenlaan 34 A in Rotterdam,"€1,325 per month",63 m²,204 m³,Apartment,1954,4,3,1,1,Present,Not present,Upholstered
For rent: Apartment Schutterstraat in Leiden,"€1,175 per month",40 m²,110 m³,Apartment,1910,2,1,1,1,Present,"Present (5 m², located on the north)",Upholstered or furnished
For rent: Apartment Oude Delft 131 A in Delft,"€1,000 per month",43 m²,115 m³,Apartment,1863,2,1,1,1,Not present,Not present,Upholstered
For rent: Apartment Jan Vermeerstraat in Venlo,€945 per month,90 m²,225 m³,Apartment,1971,3,1,nan,1,Not present,Not present,nan
For rent: House Roptastate 31 in Leeuwarden,"€1,050 per month",95 m²,265 m³,House,1982,5,3,1,2,nan,Present (73 m²),Upholstered
For rent: Apartment Hogeweg 27 N in Amersfoort,€850 per month,39 m²,nan,Apartment,2018,1,1,1,nan,nan,nan,Upholstered
For rent: House Dokter Bärstraat in Roermond,"€1,850 per month",116 m²,320 m³,House,2018,4,2,1,2,nan,Present (125 m²),Furnished
For rent: Apartment Minervaplein in Amsterdam,"€2,850 per month",111 m²,320 m³,Apartment,1926,3,1,1,1,Present,Not present,Furnished
For rent: Apartment Prins Hendrikkade in Amsterdam,"€2,650 per month",110 m²,323 m³,Apartment,1785,3,2,2,1,nan,Present (8 m²),Furnished
For rent: Apartment Diamantweg in Rotterdam,"€1,295 per month",70 m²,nan,Apartment,nan,2,1,1,1,nan,Present (30 m²),Furnished
For rent: Apartment Markendaalseweg in Breda,"€1,225 per month",79 m²,nan,Apartment,1969,4,3,1,nan,Present,nan,Upholstered
For rent: Apartment Groenestraat in Nijmegen,"€1,045 per month",45 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Upholstered
For rent: Apartment Geregracht in Leiden,"€1,500 per month",85 m²,nan,Apartment,nan,3,2,1,nan,Not present,Not present,Upholstered
For rent: Apartment Oostenburgermiddenstraat 20 in Amsterdam,"€2,150 per month",86 m²,223 m³,Apartment,2021,3,2,nan,1,Present,Not present,Upholstered
For rent: House Oosterklief in Hippolytushoef,€600 per month,50 m²,150 m³,House,1995,2,1,nan,1,nan,Not present,Furnished
For rent: Apartment Hertog Jan II Laan in Schijndel,"€1,250 per month",70 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Upholstered or furnished
For rent: Apartment Zuid Willemsvaart in Den Bosch,"€1,250 per month",70 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Upholstered
For rent: Apartment Oostzeedijk Beneden in Rotterdam,"€1,150 per month",67 m²,190 m³,Apartment,1894,2,1,1,1,Not present,nan,Upholstered
For rent: Apartment 1e Jerichostraat in Rotterdam,"€1,050 per month",35 m²,110 m³,Apartment,1901,1,nan,1,1,Not present,nan,Furnished
For rent: House Goudplevierweg 5 in Almere,"€1,800 per month",410 m²,1.066 m³,House,1990,7,5,nan,1,nan,Present,nan
For rent: Apartment Provincialeweg in Schalkwijk,"€1,500 per month",90 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Furnished
For rent: Apartment Van der Takstraat in Rotterdam,"€1,350 per month",100 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Upholstered
For rent: Apartment Simon van Leeuwenstraat 20 in Eindhoven,"€1,495 per month",78 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Furnished
For rent: Apartment Leeghwaterstraat in Hilversum,"€1,225 per month",45 m²,100 m³,Apartment,1909,2,1,1,1,nan,Present,Upholstered
For rent: Apartment Ruysdaelkade in Amsterdam,"€1,975 per month",72 m²,195 m³,Apartment,1880,2,1,1,1,nan,Not present,Upholstered
For rent: Apartment Keizersgracht in Amsterdam,"€3,500 per month",140 m²,350 m³,Apartment,1993,3,2,2,1,Present,nan,Furnished
For rent: Apartment Groot Hertoginnelaan in Den Haag,"€1,195 per month",70 m²,210 m³,Apartment,1910,3,2,1,1,Not present,Not present,nan
For rent: Apartment Regentesselaan in Den Haag,€875 per month,55 m²,nan,Apartment,nan,2,1,1,nan,Not present,"Present (8 m², located on the south-west)",Upholstered
For rent: Apartment John Blankensteinstraat in Amsterdam,"€2,750 per month",145 m²,nan,Apartment,nan,5,4,1,nan,Present,Not present,Upholstered
For rent: Apartment van Laerstraat in Venlo,€850 per month,68 m²,nan,Apartment,nan,3,2,1,1,Present,Not present,Shell
For rent: Apartment Vesting 112 in Vijfhuizen,"€1,300 per month",64 m²,200 m³,Apartment,2006,2,1,1,1,Present,Not present,Upholstered
For rent: Apartment Groen van Prinstererstraat in Amsterdam,"€1,950 per month",80 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Furnished
For rent: Apartment Tweede Kostverlorenkade 121 hs in Amsterdam,"€2,400 per month",85 m²,230 m³,Apartment,1936,5,3,3,3,Present,Present,Upholstered
For rent: Apartment Frederiksplein 24 B in Amsterdam,"€2,000 per month",55 m²,180 m³,Apartment,1763,2,1,1,2,Not present,nan,Upholstered or furnished
For rent: Apartment Herman Gorterstraat 24 in Voorburg,"€1,150 per month",79 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Upholstered
For rent: Apartment Hembrugstraat in Amsterdam,"€1,850 per month",55 m²,nan,Apartment,1918,3,1,1,nan,Present,nan,Furnished
For rent: Apartment Oostzeedijk Beneden in Rotterdam,"€1,200 per month",78 m²,211 m³,Apartment,1891,3,2,1,1,Present,nan,Upholstered
For rent: Apartment Keizersgracht 138 B in Amsterdam,"€2,450 per month",75 m²,202 m³,Apartment,Before 1906,2,1,1,1,Not present,Present,Furnished
For rent: House Winschoterdiep in Groningen,"€1,250 per month",45 m²,135 m³,House,2000,2,1,nan,1,nan,Not present,Furnished
For rent: Apartment Minervaplein in Amsterdam,"€2,850 per month",111 m²,320 m³,Apartment,1926,3,1,1,1,Present,Not present,Furnished
For rent: Apartment Paets van Troostwijkstraat in Den Haag,"€1,195 per month",70 m²,241 m³,Apartment,1933,3,2,1,1,Present,nan,Upholstered
For rent: Apartment Pieter Janszstraat 5 in Velsen-Noord,"€1,375 per month",62 m²,nan,Apartment,nan,3,2,1,nan,Not present,Not present,Upholstered
For rent: Apartment Aernt Bruunstraat in Rotterdam,"€1,075 per month",75 m²,nan,Apartment,nan,4,3,1,nan,Present,Not present,nan
For rent: Apartment Meerkoetstraat in Rotterdam,€835 per month,57 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,nan
For rent: Apartment 's-Gravendijkwal in Rotterdam,"€1,195 per month",55 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,nan
For rent: Apartment Camphuysenstraat in Groningen,€650 per month,77 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Shell
For rent: House Ds. Dr. Deelemanstraat 2 A in Grevenbicht,€995 per month,100 m²,350 m³,House,2001,3,2,1,2,Not present,Present,nan
For rent: Apartment Camphuysenstraat in Groningen,€650 per month,77 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Shell
For rent: House Sint Hubertuslaan in Maastricht,Price on request,270 m²,nan,House,nan,5,2,nan,nan,nan,Present,Furnished
For rent: Apartment Nobelstraat 22 D in Den Haag,"€1,150 per month",45 m²,135 m³,Apartment,Before 1906,1,1,nan,1,Not present,Present,Upholstered
For rent: Apartment Castorweg 356 in Hengelo,€760 per month,65 m²,150 m³,Apartment,1959,4,3,1,1,Present,nan,nan
For rent: Apartment Kerkstraat in Amsterdam,"€4,500 per month",120 m²,nan,Apartment,nan,3,2,1,nan,Present,Not present,Furnished
For rent: Apartment Van Egmondstraat in Den Haag,"€1,500 per month",96 m²,240 m³,Apartment,1916,3,2,1,1,nan,Present,Upholstered
For rent: House Burg Kruisingalaan in Zuidhorn,€366 per month,46 m²,nan,House,nan,2,1,1,nan,Not present,Present,Shell
For rent: Apartment Corneliusflat in Roosendaal,€915 per month,70 m²,nan,Apartment,2016,3,2,1,nan,Not present,Not present,nan
For rent: House Herman Gorterstraat in Haarlem,"€1,950 per month",120 m²,288 m³,House,1960-1970,6,3,1,4,Not present,"Present (80 m², located on the north-east)",Furnished
For rent: Apartment Stationsplein in Heiloo,"€1,550 per month",110 m²,342 m³,Apartment,2001-2010,3,2,nan,1,Not present,Not present,nan
For rent: Room Gipskruidweg in Almere,€410 per month,12 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: House Tooropstraat in Assen,€250 per month,88 m²,nan,House,nan,3,2,1,nan,Not present,Present,Shell
For rent: Apartment Bosscherweg in Maastricht,€825 per month,59 m²,224 m³,Apartment,1954,4,1,nan,1,nan,Not present,Furnished
For rent: Apartment Harstenhoekweg in Den Haag,€910 per month,23 m²,73 m³,Apartment,1913,1,nan,1,1,Not present,nan,Upholstered
For rent: Apartment Van Ostadestraat in Amsterdam,"€2,650 per month",75 m²,nan,Apartment,nan,3,2,nan,nan,nan,Not present,Furnished
For rent: Apartment Marcelisstraat in Den Haag,€975 per month,60 m²,60 m³,Apartment,1900,1,nan,1,1,Not present,nan,Upholstered
For rent: Apartment Slotstraat 21 D in Rotterdam,"€1,200 per month",50 m²,nan,Apartment,nan,2,1,nan,nan,Not present,Not present,nan
For rent: Apartment Eksterstraat in Amsterdam,"€1,800 per month",90 m²,303 m³,Apartment,1920,4,3,2,2,Present,Not present,Furnished
For rent: House Hobbemastraat in Tilburg,"€1,495 per month",85 m²,nan,House,nan,3,2,1,nan,nan,Present (40 m²),Furnished
For rent: Apartment Nunspeetlaan 225 in Den Haag,"€1,100 per month",69 m²,200 m³,Apartment,1933,3,2,1,1,Present,nan,nan
For rent: House Zwanebloemlaan in Amsterdam,"€2,150 per month",90 m²,260 m³,House,2003,4,2,1,3,nan,Present (30 m²),Furnished
For rent: House Hunsingoweg in Uithuizen,€410 per month,79 m²,nan,House,nan,3,2,1,nan,Not present,Present,Shell
For rent: Apartment Berkhoutlaan 1 B in Lisse,"€1,295 per month",70 m²,232 m³,Apartment,2010,2,1,1,2,Present,nan,Upholstered
For rent: House Gein-Zuid 12 in Abcoude,"€3,000 per month",190 m²,nan,House,nan,4,3,1,nan,Not present,Present,Upholstered
For rent: House Dokter Bärstraat in Roermond,"€1,850 per month",116 m²,320 m³,House,2018,4,2,1,2,nan,Present (125 m²),Furnished
For rent: House Ericastraat in Wildervank,€355 per month,84 m²,nan,House,nan,3,2,1,nan,Not present,Present,Shell
For rent: Studio Moalderspaed in Bitgummole,€750 per month,32 m²,nan,Studio,nan,1,1,1,nan,Not present,Not present,Upholstered or furnished
For rent: Apartment Marcel Duchampstraat 66 in Almere,"€1,000 per month",44 m²,nan,Apartment,nan,2,1,1,nan,Not present,Not present,Upholstered
For rent: Apartment Soetensteeg in Rotterdam,"€1,600 per month",65 m²,227 m³,Apartment,1953,2,1,1,1,Present,nan,Furnished
For rent: Studio Schrijversstraat in Dordrecht,€700 per month,30 m²,nan,Studio,1932,1,1,1,nan,nan,nan,Furnished
For rent: Apartment Jufferstraat in Rotterdam,"€1,695 per month",70 m²,nan,Apartment,nan,2,1,1,1,nan,Not present,Furnished
For rent: Apartment Rapenburgerstraat 167 B in Amsterdam,"€1,950 per month",72 m²,216 m³,Apartment,1905,3,2,1,1,Not present,nan,Furnished
For rent: House Amstellaan in Heemstede,"€2,950 per month",125 m²,745 m³,House,1960,5,4,2,1,Present,Present (67 m²),Upholstered
For rent: Apartment Nieuwe Ebbingestraat 87 c in Groningen,"€1,555 per month",60 m²,180 m³,Apartment,1889,3,2,1,2,Not present,nan,Upholstered
For rent: Apartment Koetsierbaan in Almere,"€1,350 per month",80 m²,nan,Apartment,nan,2,1,1,nan,Not present,nan,Upholstered
For rent: Apartment Botterstraat in Amsterdam,"€2,100 per month",76 m²,200 m³,Apartment,1967,4,3,1,1,nan,Not present,Upholstered
For rent: House Scheepsbouwweg in Amsterdam,"€2,700 per month",90 m²,228 m³,House,2019,4,3,1,2,nan,Present,Upholstered
For rent: Apartment Paulus Potterstraat in Eindhoven,"€1,495 per month",107 m²,300 m³,Apartment,2006,3,2,1,1,Present,Present,Furnished
For rent: House Robbeplaat in Delfzijl,€250 per month,146 m²,nan,House,nan,3,2,1,nan,Not present,Present,Shell
For rent: Apartment Bosplaat 7 in Lelystad,"€1,600 per month",112 m²,nan,Apartment,nan,6,5,1,nan,Present,Present,Upholstered
For rent: Apartment Voordorp in Leiderdorp,"€1,175 per month",60 m²,nan,Apartment,nan,2,1,nan,nan,Present,Not present,Upholstered or furnished
For rent: Apartment Admiraliteitslaan in Den Bosch,€950 per month,50 m²,nan,Apartment,2022,2,1,1,nan,nan,nan,Upholstered
For rent: House Heerendonk in Nuenen,"€1,550 per month",42 m²,nan,House,nan,3,2,1,nan,Not present,Present,Upholstered or furnished
For rent: Apartment Pendrechtstraat 5 A in Rotterdam,"€1,800 per month",95 m²,235 m³,Apartment,1934,5,4,1,2,Present,nan,Upholstered
For rent: Room P.C. Borstraat in Utrecht,€900 per month,68 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: Room Graafseweg in Den Bosch,€750 per month,24 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: House Beekstraat in Epe,"€1,150 per month",135 m²,nan,House,1977,4,3,nan,nan,nan,Present (90 m²),Upholstered
For rent: Apartment Galileïplantsoen in Amsterdam,"€3,250 per month",140 m²,nan,Apartment,nan,4,3,1,nan,Present,Not present,Upholstered
For rent: House Oranjelaan 36 in Zuidlaren,€460 per month,90 m²,nan,House,nan,3,2,1,nan,Present,Present,Shell
For rent: Apartment Schapenkamp 126 A in Hilversum,€900 per month,40 m²,nan,Apartment,nan,2,1,nan,nan,Present,Not present,Upholstered
For rent: Apartment Beeklaan 110 in Noordwijk,"€1,395 per month",82 m²,220 m³,Apartment,1963,4,3,nan,1,Not present,nan,Upholstered
For rent: Apartment Kleine Gracht in Maastricht,"€1,275 per month",60 m²,nan,Apartment,nan,1,nan,nan,nan,Not present,Present,Furnished
For rent: Room Diergaardesingel in Rotterdam,€460 per month,18 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Furnished
For rent: Apartment Hoornsediep 142 in Groningen,"€1,250 per month",65 m²,nan,Apartment,1950,3,2,1,nan,nan,nan,Upholstered
For rent: Apartment Burgemeester Rijnderslaan in Amstelveen,"€6,995 per month",180 m²,458 m³,Apartment,2022,4,3,2,1,nan,Present (160 m²),Upholstered
For rent: Apartment Minervaplein in Amsterdam,"€2,850 per month",111 m²,320 m³,Apartment,1926,3,1,1,1,Present,Not present,Furnished
For rent: Apartment Albert Cuypstraat 31 1 in Amsterdam,"€1,950 per month",50 m²,153 m³,Apartment,1890,2,1,1,1,Present,Not present,Upholstered or furnished
For rent: Room Stationsstraat 16 2A in Pijnacker,€500 per month,31 m²,nan,Room,nan,1,nan,nan,nan,nan,nan,Upholstered
For rent: Apartment Schenkkade 10 in Den Haag,€925 per month,45 m²,nan,Apartment,nan,2,1,1,nan,Present,Not present,Upholstered
For rent: Apartment Beukenlaan in Eindhoven,"€1,095 per month",45 m²,135 m³,Apartment,1961,2,1,1,1,nan,Present,Furnished
For rent: House Grutmolen in Groningen,"€1,545 per month",91 m²,nan,House,2018,3,2,1,nan,nan,nan,Furnished
For rent: Apartment Onderduikersstraat in Groningen,€975 per month,64 m²,nan,Apartment,1962,2,1,nan,nan,Present,nan,Upholstered
For rent: Apartment Thorbeckeweg in Dordrecht,"€1,150 per month",72 m²,nan,Apartment,nan,2,1,nan,1,nan,Not present,Furnished
For rent: House Gestelsestraat in Eindhoven,"€2,295 per month",135 m²,nan,House,nan,5,3,1,3,nan,Present,Furnished
For rent: Apartment Potterstraat in Utrecht,€845 per month,20 m²,60 m³,Apartment,2011-2020,1,1,1,1,Not present,nan,Furnished
For rent: Apartment Torenstraat 12 D in Eygelshoven,€820 per month,81 m²,nan,Apartment,1996,4,2,1,nan,Not present,Not present,nan
For rent: Apartment Oude Zijlvest in Haarlem,"€2,095 per month",110 m²,nan,Apartment,nan,3,2,nan,nan,Not present,Not present,Upholstered
For rent: House Havensingel in Eindhoven,"€3,500 per month",203 m²,nan,House,2019,5,3,2,nan,Present,Not present,Upholstered
For rent: Apartment Sint-Jobstraat in Rotterdam,"€1,950 per month",100 m²,nan,Apartment,nan,2,1,1,1,Present,Not present,Furnished
For rent: Apartment Prinsengracht 485 C + PP in Amsterdam,"€3,250 per month",117 m²,363 m³,Apartment,Before 1906,4,3,1,1,Present,Not present,Furnished
For rent: Apartment Herenmarkt 6 1 in Amsterdam,"€1,750 per month",45 m²,120 m³,Apartment,1906,2,1,1,1,Not present,nan,Furnished
For rent: Apartment Henry Dunantweg in Alphen aan den Rijn,€565 per month,29 m²,73 m³,Apartment,1987,1,nan,nan,1,Not present,Not present,Upholstered
For rent: Apartment Kerklaan in Apeldoorn,"€1,150 per month",75 m²,nan,Apartment,nan,3,3,nan,nan,Present,Not present,Shell
For rent: Apartment Rosy Wertheimstraat 23 in Amsterdam,"€3,250 per month",81 m²,219 m³,Apartment,2020,3,2,1,1,Present,Not present,Furnished
